Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,11-02-2026,17:17:27,00:19:01,,139,,,,,134,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,68,,,,,,,,,
,00:00:01,68,,,,,,,,,
,00:00:02,68,,,,,,,,,
,00:00:03,69,,,,,,,,,
,00:00:04,69,,,,,,,,,
,00:00:05,69,,,,,,,,,
,00:00:06,69,,,,,,,,,
,00:00:07,69,,,,,,,,,
,00:00:08,69,,,,,,,,,
,00:00:09,69,,,,,,,,,
,00:00:10,70,,,,,,,,,
,00:00:11,74,,,,,,,,,
,00:00:12,75,,,,,,,,,
,00:00:13,75,,,,,,,,,
,00:00:14,74,,,,,,,,,
,00:00:15,74,,,,,,,,,
,00:00:16,76,,,,,,,,,
,00:00:17,76,,,,,,,,,
,00:00:18,76,,,,,,,,,
,00:00:19,79,,,,,,,,,
,00:00:20,82,,,,,,,,,
,00:00:21,88,,,,,,,,,
,00:00:22,88,,,,,,,,,
,00:00:23,89,,,,,,,,,
,00:00:24,91,,,,,,,,,
,00:00:25,91,,,,,,,,,
,00:00:26,91,,,,,,,,,
,00:00:27,91,,,,,,,,,
,00:00:28,91,,,,,,,,,
,00:00:29,91,,,,,,,,,
,00:00:30,91,,,,,,,,,
,00:00:31,91,,,,,,,,,
,00:00:32,92,,,,,,,,,
,00:00:33,92,,,,,,,,,
,00:00:34,93,,,,,,,,,
,00:00:35,93,,,,,,,,,
,00:00:36,93,,,,,,,,,
,00:00:37,93,,,,,,,,,
,00:00:38,93,,,,,,,,,
,00:00:39,93,,,,,,,,,
,00:00:40,93,,,,,,,,,
,00:00:41,93,,,,,,,,,
,00:00:42,93,,,,,,,,,
,00:00:43,93,,,,,,,,,
,00:00:44,93,,,,,,,,,
,00:00:45,93,,,,,,,,,
,00:00:46,93,,,,,,,,,
,00:00:47,95,,,,,,,,,
,00:00:48,97,,,,,,,,,
,00:00:49,98,,,,,,,,,
,00:00:50,98,,,,,,,,,
,00:00:51,98,,,,,,,,,
,00:00:52,98,,,,,,,,,
,00:00:53,97,,,,,,,,,
,00:00:54,97,,,,,,,,,
,00:00:55,97,,,,,,,,,
,00:00:56,97,,,,,,,,,
,00:00:57,97,,,,,,,,,
,00:00:58,96,,,,,,,,,
,00:00:59,96,,,,,,,,,
,00:01:00,96,,,,,,,,,
,00:01:01,97,,,,,,,,,
,00:01:02,97,,,,,,,,,
,00:01:03,98,,,,,,,,,
,00:01:04,101,,,,,,,,,
,00:01:05,101,,,,,,,,,
,00:01:06,103,,,,,,,,,
,00:01:07,103,,,,,,,,,
,00:01:08,107,,,,,,,,,
,00:01:09,108,,,,,,,,,
,00:01:10,110,,,,,,,,,
,00:01:11,110,,,,,,,,,
,00:01:12,110,,,,,,,,,
,00:01:13,110,,,,,,,,,
,00:01:14,111,,,,,,,,,
,00:01:15,111,,,,,,,,,
,00:01:16,111,,,,,,,,,
,00:01:17,113,,,,,,,,,
,00:01:18,113,,,,,,,,,
,00:01:19,115,,,,,,,,,
,00:01:20,116,,,,,,,,,
,00:01:21,116,,,,,,,,,
,00:01:22,116,,,,,,,,,
,00:01:23,121,,,,,,,,,
,00:01:24,121,,,,,,,,,
,00:01:25,121,,,,,,,,,
,00:01:26,121,,,,,,,,,
,00:01:27,121,,,,,,,,,
,00:01:28,121,,,,,,,,,
,00:01:29,121,,,,,,,,,
,00:01:30,121,,,,,,,,,
,00:01:31,121,,,,,,,,,
,00:01:32,121,,,,,,,,,
,00:01:33,121,,,,,,,,,
,00:01:34,122,,,,,,,,,
,00:01:35,122,,,,,,,,,
,00:01:36,123,,,,,,,,,
,00:01:37,124,,,,,,,,,
,00:01:38,124,,,,,,,,,
,00:01:39,124,,,,,,,,,
,00:01:40,124,,,,,,,,,
,00:01:41,124,,,,,,,,,
,00:01:42,124,,,,,,,,,
