Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,29-01-2026,17:17:32,00:18:06,,135,,,,,109,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,76,,,,,,,,,
,00:00:01,76,,,,,,,,,
,00:00:02,75,,,,,,,,,
,00:00:03,75,,,,,,,,,
,00:00:04,75,,,,,,,,,
,00:00:05,76,,,,,,,,,
,00:00:06,73,,,,,,,,,
,00:00:07,73,,,,,,,,,
,00:00:08,73,,,,,,,,,
,00:00:09,76,,,,,,,,,
,00:00:10,76,,,,,,,,,
,00:00:11,78,,,,,,,,,
,00:00:12,79,,,,,,,,,
,00:00:13,82,,,,,,,,,
,00:00:14,85,,,,,,,,,
,00:00:15,85,,,,,,,,,
,00:00:16,87,,,,,,,,,
,00:00:17,87,,,,,,,,,
,00:00:18,87,,,,,,,,,
,00:00:19,89,,,,,,,,,
,00:00:20,89,,,,,,,,,
,00:00:21,89,,,,,,,,,
,00:00:22,90,,,,,,,,,
,00:00:23,92,,,,,,,,,
,00:00:24,93,,,,,,,,,
,00:00:25,93,,,,,,,,,
,00:00:26,94,,,,,,,,,
,00:00:27,97,,,,,,,,,
,00:00:28,97,,,,,,,,,
,00:00:29,97,,,,,,,,,
,00:00:30,99,,,,,,,,,
,00:00:31,100,,,,,,,,,
,00:00:32,100,,,,,,,,,
,00:00:33,102,,,,,,,,,
,00:00:34,102,,,,,,,,,
,00:00:35,103,,,,,,,,,
,00:00:36,104,,,,,,,,,
,00:00:37,104,,,,,,,,,
,00:00:38,104,,,,,,,,,
,00:00:39,105,,,,,,,,,
,00:00:40,105,,,,,,,,,
,00:00:41,105,,,,,,,,,
,00:00:42,106,,,,,,,,,
,00:00:43,106,,,,,,,,,
,00:00:44,106,,,,,,,,,
,00:00:45,107,,,,,,,,,
,00:00:46,106,,,,,,,,,
,00:00:47,106,,,,,,,,,
,00:00:48,104,,,,,,,,,
,00:00:49,104,,,,,,,,,
,00:00:50,103,,,,,,,,,
,00:00:51,103,,,,,,,,,
,00:00:52,103,,,,,,,,,
,00:00:53,103,,,,,,,,,
,00:00:54,103,,,,,,,,,
,00:00:55,103,,,,,,,,,
,00:00:56,103,,,,,,,,,
,00:00:57,104,,,,,,,,,
,00:00:58,104,,,,,,,,,
,00:00:59,106,,,,,,,,,
,00:01:00,106,,,,,,,,,
,00:01:01,106,,,,,,,,,
,00:01:02,107,,,,,,,,,
,00:01:03,107,,,,,,,,,
,00:01:04,107,,,,,,,,,
,00:01:05,107,,,,,,,,,
,00:01:06,107,,,,,,,,,
,00:01:07,107,,,,,,,,,
,00:01:08,107,,,,,,,,,
,00:01:09,107,,,,,,,,,
,00:01:10,107,,,,,,,,,
,00:01:11,107,,,,,,,,,
,00:01:12,107,,,,,,,,,
,00:01:13,107,,,,,,,,,
,00:01:14,107,,,,,,,,,
,00:01:15,105,,,,,,,,,
,00:01:16,104,,,,,,,,,
,00:01:17,103,,,,,,,,,
,00:01:18,103,,,,,,,,,
,00:01:19,102,,,,,,,,,
,00:01:20,102,,,,,,,,,
,00:01:21,102,,,,,,,,,
,00:01:22,102,,,,,,,,,
,00:01:23,102,,,,,,,,,
,00:01:24,102,,,,,,,,,
,00:01:25,102,,,,,,,,,
,00:01:26,102,,,,,,,,,
,00:01:27,102,,,,,,,,,
,00:01:28,102,,,,,,,,,
,00:01:29,101,,,,,,,,,
,00:01:30,101,,,,,,,,,
,00:01:31,101,,,,,,,,,
,00:01:32,101,,,,,,,,,
,00:01:33,103,,,,,,,,,
,00:01:34,103,,,,,,,,,
,00:01:35,124,,,,,,,,,
,00:01:36,124,,,,,,,,,
,00:01:37,124,,,,,,,,,
,00:01:38,138,,,,,,,,,
,00:01:39,140,,,,,,,,,
,00:01:40,140,,,,,,,,,
,00:01:41,140,,,,,,,,,
