Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,18-01-2026,16:31:02,00:18:25,,125,,,,,105,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,68,,,,,,,,,
,00:00:01,68,,,,,,,,,
,00:00:02,69,,,,,,,,,
,00:00:03,70,,,,,,,,,
,00:00:04,70,,,,,,,,,
,00:00:05,70,,,,,,,,,
,00:00:06,70,,,,,,,,,
,00:00:07,70,,,,,,,,,
,00:00:08,69,,,,,,,,,
,00:00:09,69,,,,,,,,,
,00:00:10,69,,,,,,,,,
,00:00:11,70,,,,,,,,,
,00:00:12,71,,,,,,,,,
,00:00:13,71,,,,,,,,,
,00:00:14,74,,,,,,,,,
,00:00:15,74,,,,,,,,,
,00:00:16,74,,,,,,,,,
,00:00:17,76,,,,,,,,,
,00:00:18,77,,,,,,,,,
,00:00:19,77,,,,,,,,,
,00:00:20,78,,,,,,,,,
,00:00:21,80,,,,,,,,,
,00:00:22,81,,,,,,,,,
,00:00:23,82,,,,,,,,,
,00:00:24,82,,,,,,,,,
,00:00:25,82,,,,,,,,,
,00:00:26,85,,,,,,,,,
,00:00:27,86,,,,,,,,,
,00:00:28,88,,,,,,,,,
,00:00:29,89,,,,,,,,,
,00:00:30,90,,,,,,,,,
,00:00:31,90,,,,,,,,,
,00:00:32,91,,,,,,,,,
,00:00:33,91,,,,,,,,,
,00:00:34,92,,,,,,,,,
,00:00:35,92,,,,,,,,,
,00:00:36,93,,,,,,,,,
,00:00:37,94,,,,,,,,,
,00:00:38,95,,,,,,,,,
,00:00:39,95,,,,,,,,,
,00:00:40,96,,,,,,,,,
,00:00:41,97,,,,,,,,,
,00:00:42,97,,,,,,,,,
,00:00:43,98,,,,,,,,,
,00:00:44,99,,,,,,,,,
,00:00:45,99,,,,,,,,,
,00:00:46,100,,,,,,,,,
,00:00:47,100,,,,,,,,,
,00:00:48,100,,,,,,,,,
,00:00:49,100,,,,,,,,,
,00:00:50,100,,,,,,,,,
,00:00:51,100,,,,,,,,,
,00:00:52,101,,,,,,,,,
,00:00:53,101,,,,,,,,,
,00:00:54,101,,,,,,,,,
,00:00:55,101,,,,,,,,,
,00:00:56,101,,,,,,,,,
,00:00:57,101,,,,,,,,,
,00:00:58,101,,,,,,,,,
,00:00:59,102,,,,,,,,,
,00:01:00,102,,,,,,,,,
,00:01:01,102,,,,,,,,,
,00:01:02,103,,,,,,,,,
,00:01:03,103,,,,,,,,,
,00:01:04,103,,,,,,,,,
,00:01:05,103,,,,,,,,,
,00:01:06,104,,,,,,,,,
,00:01:07,104,,,,,,,,,
,00:01:08,104,,,,,,,,,
,00:01:09,104,,,,,,,,,
,00:01:10,105,,,,,,,,,
,00:01:11,105,,,,,,,,,
,00:01:12,106,,,,,,,,,
,00:01:13,107,,,,,,,,,
,00:01:14,107,,,,,,,,,
,00:01:15,108,,,,,,,,,
,00:01:16,108,,,,,,,,,
,00:01:17,109,,,,,,,,,
,00:01:18,109,,,,,,,,,
,00:01:19,109,,,,,,,,,
,00:01:20,109,,,,,,,,,
,00:01:21,109,,,,,,,,,
,00:01:22,109,,,,,,,,,
,00:01:23,109,,,,,,,,,
,00:01:24,109,,,,,,,,,
,00:01:25,110,,,,,,,,,
,00:01:26,110,,,,,,,,,
,00:01:27,110,,,,,,,,,
,00:01:28,110,,,,,,,,,
,00:01:29,110,,,,,,,,,
,00:01:30,110,,,,,,,,,
,00:01:31,110,,,,,,,,,
,00:01:32,110,,,,,,,,,
,00:01:33,110,,,,,,,,,
,00:01:34,110,,,,,,,,,
,00:01:35,111,,,,,,,,,
,00:01:36,111,,,,,,,,,
,00:01:37,111,,,,,,,,,
,00:01:38,111,,,,,,,,,
,00:01:39,112,,,,,,,,,
,00:01:40,112,,,,,,,,,
,00:01:41,112,,,,,,,,,
,00:01:42,112,,,,,,,,,
