Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,13-02-2026,17:05:31,00:18:08,,148,,,,,135,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,79,,,,,,,,,
,00:00:01,79,,,,,,,,,
,00:00:02,78,,,,,,,,,
,00:00:03,77,,,,,,,,,
,00:00:04,77,,,,,,,,,
,00:00:05,77,,,,,,,,,
,00:00:06,76,,,,,,,,,
,00:00:07,76,,,,,,,,,
,00:00:08,76,,,,,,,,,
,00:00:09,76,,,,,,,,,
,00:00:10,78,,,,,,,,,
,00:00:11,79,,,,,,,,,
,00:00:12,79,,,,,,,,,
,00:00:13,79,,,,,,,,,
,00:00:14,81,,,,,,,,,
,00:00:15,81,,,,,,,,,
,00:00:16,84,,,,,,,,,
,00:00:17,85,,,,,,,,,
,00:00:18,85,,,,,,,,,
,00:00:19,85,,,,,,,,,
,00:00:20,91,,,,,,,,,
,00:00:21,96,,,,,,,,,
,00:00:22,97,,,,,,,,,
,00:00:23,97,,,,,,,,,
,00:00:24,101,,,,,,,,,
,00:00:25,101,,,,,,,,,
,00:00:26,104,,,,,,,,,
,00:00:27,104,,,,,,,,,
,00:00:28,107,,,,,,,,,
,00:00:29,107,,,,,,,,,
,00:00:30,110,,,,,,,,,
,00:00:31,111,,,,,,,,,
,00:00:32,111,,,,,,,,,
,00:00:33,113,,,,,,,,,
,00:00:34,113,,,,,,,,,
,00:00:35,115,,,,,,,,,
,00:00:36,115,,,,,,,,,
,00:00:37,115,,,,,,,,,
,00:00:38,116,,,,,,,,,
,00:00:39,116,,,,,,,,,
,00:00:40,117,,,,,,,,,
,00:00:41,117,,,,,,,,,
,00:00:42,117,,,,,,,,,
,00:00:43,117,,,,,,,,,
,00:00:44,117,,,,,,,,,
,00:00:45,117,,,,,,,,,
,00:00:46,117,,,,,,,,,
,00:00:47,117,,,,,,,,,
,00:00:48,117,,,,,,,,,
,00:00:49,117,,,,,,,,,
,00:00:50,117,,,,,,,,,
,00:00:51,116,,,,,,,,,
,00:00:52,116,,,,,,,,,
,00:00:53,114,,,,,,,,,
,00:00:54,114,,,,,,,,,
,00:00:55,114,,,,,,,,,
,00:00:56,112,,,,,,,,,
,00:00:57,111,,,,,,,,,
,00:00:58,111,,,,,,,,,
,00:00:59,113,,,,,,,,,
,00:01:00,113,,,,,,,,,
,00:01:01,116,,,,,,,,,
,00:01:02,118,,,,,,,,,
,00:01:03,119,,,,,,,,,
,00:01:04,119,,,,,,,,,
,00:01:05,120,,,,,,,,,
,00:01:06,121,,,,,,,,,
,00:01:07,122,,,,,,,,,
,00:01:08,123,,,,,,,,,
,00:01:09,123,,,,,,,,,
,00:01:10,124,,,,,,,,,
,00:01:11,125,,,,,,,,,
,00:01:12,125,,,,,,,,,
,00:01:13,125,,,,,,,,,
,00:01:14,125,,,,,,,,,
,00:01:15,124,,,,,,,,,
,00:01:16,124,,,,,,,,,
,00:01:17,124,,,,,,,,,
